,,,,,,,,,,,
,,,,,,,,,,,
,Tabla N°:,1.2 ,,,,,,,,,
,Nombre de la tabla:,"Población en viviendas particulares por condición de pobreza por NBI y sexo al nacer, según provincia, cantón, parroquia y área de residencia",,,,,,,,,
,Fuente:,VIII Censo de Población y VII de Vivienda ,,,,,,,,,
,Elaboración:,Instituto Nacional de Estadística y Censos (INEC) - Componente de Metodología y Análisis – CPV 2022 ,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Índice,"Provincia, cantón, parroquia y área de residencia",,,Número total de personas en viviendas particulares,Número total de personas en viviendas particulares,Condición de Pobreza por Necesidades Básicas Insatisfechas NBI,,,,,
,,,,,,No pobres,,"Total
No pobres",Pobres,,"Total
Pobres"
,,,,,,Sexo al nacer,,,Sexo al nacer,,
,,,,,,Hombres,Mujeres,,Hombres,Mujeres,
,,,,,,,,,,,
,Pichincha,Cayambe,Total Cayambe,Urbana,"44,439","17,701","18,601","36,302","3,863","4,274","8,137"
,Pichincha,Cayambe,Total Cayambe,Rural,"60,690","15,577","16,055","31,632","13,777","15,281","29,058"
,Pichincha,Cayambe,Cayambe,Total Cayambe,"49,187","18,870","19,794","38,664","5,007","5,516","10,523"
,Pichincha,Cayambe,Cayambe,Urbana,"44,439","17,701","18,601","36,302","3,863","4,274","8,137"
,Pichincha,Cayambe,Cayambe,Rural,"4,748","1,169","1,193","2,362","1,144","1,242","2,386"
,Pichincha,Cayambe,Ascázubi,Total Ascázubi,"7,850","3,073","3,172","6,245",752,853,"1,605"
,Pichincha,Cayambe,Ascázubi,Rural,"7,850","3,073","3,172","6,245",752,853,"1,605"
,Pichincha,Cayambe,Cangahua,Total Cangahua,"18,031","2,497","2,660","5,157","6,189","6,685","12,874"
,Pichincha,Cayambe,Cangahua,Rural,"18,031","2,497","2,660","5,157","6,189","6,685","12,874"
,Pichincha,Cayambe,Olmedo,Total Olmedo,"6,515","1,406","1,464","2,870","1,649","1,996","3,645"
,Pichincha,Cayambe,Olmedo,Rural,"6,515","1,406","1,464","2,870","1,649","1,996","3,645"
,Pichincha,Cayambe,Otón,Total Otón,"3,166",815,845,"1,660",732,774,"1,506"
,Pichincha,Cayambe,Otón,Rural,"3,166",815,845,"1,660",732,774,"1,506"
,Pichincha,Cayambe,Santa Rosa de Cuzubamba,Total Santa Rosa de Cuzubamba,"5,992","2,137","2,196","4,333",788,871,"1,659"
,Pichincha,Cayambe,Santa Rosa de Cuzubamba,Rural,"5,992","2,137","2,196","4,333",788,871,"1,659"
,Pichincha,Cayambe,San José de Ayora,Total San José de Ayora,"14,388","4,480","4,525","9,005","2,523","2,860","5,383"
,Pichincha,Cayambe,San José de Ayora,Rural,"14,388","4,480","4,525","9,005","2,523","2,860","5,383"
,Pichincha,Mejía,Total Mejía,Total Mejía,"101,834","36,139","39,160","75,299","12,700","13,835","26,535"
,Pichincha,Mejía,Total Mejía,Urbana,"24,184","9,974","11,074","21,048","1,496","1,640","3,136"
,Pichincha,Mejía,Total Mejía,Rural,"77,650","26,165","28,086","54,251","11,204","12,195","23,399"
,Pichincha,Mejía,Machachi,Total Machachi,"32,808","12,451","13,790","26,241","3,125","3,442","6,567"
,Pichincha,Mejía,Machachi,Urbana,"24,184","9,974","11,074","21,048","1,496","1,640","3,136"
,Pichincha,Mejía,Machachi,Rural,"8,624","2,477","2,716","5,193","1,629","1,802","3,431"
,Pichincha,Mejía,Aloag,Total Aloag,"10,289","3,669","3,988","7,657","1,251","1,381","2,632"
,Pichincha,Mejía,Aloag,Rural,"10,289","3,669","3,988","7,657","1,251","1,381","2,632"
,Pichincha,Mejía,Aloasí,Total Aloasí,"12,526","4,497","4,844","9,341","1,531","1,654","3,185"
,Pichincha,Mejía,Aloasí,Rural,"12,526","4,497","4,844","9,341","1,531","1,654","3,185"
,Pichincha,Mejía,Cutuglahua,Total Cutuglahua,"25,418","8,308","8,911","17,219","3,901","4,298","8,199"
,Pichincha,Mejía,Cutuglahua,Rural,"25,418","8,308","8,911","17,219","3,901","4,298","8,199"
,Pichincha,Mejía,El Chaupi,Total El Chaupi,"1,420",388,423,811,278,331,609
,Pichincha,Mejía,El Chaupi,Rural,"1,420",388,423,811,278,331,609
,Pichincha,Mejía,Manuel Cornejo Astorga,Total Manuel Cornejo Astorga,"3,339",601,678,"1,279","1,044","1,016","2,060"
,Pichincha,Mejía,Manuel Cornejo Astorga,Rural,"3,339",601,678,"1,279","1,044","1,016","2,060"
,Pichincha,Mejía,Tambillo,Total Tambillo,"9,842","3,846","4,047","7,893",945,"1,004","1,949"
,Pichincha,Mejía,Tambillo,Rural,"9,842","3,846","4,047","7,893",945,"1,004","1,949"
,Pichincha,Mejía,Uyumbicho,Total Uyumbicho,"6,192","2,379","2,479","4,858",625,709,"1,334"
,Pichincha,Mejía,Uyumbicho,Rural,"6,192","2,379","2,479","4,858",625,709,"1,334"
,Pichincha,Pedro Moncayo,Total Pedro Moncayo,Total Pedro Moncayo,"40,320","12,243","12,644","24,887","7,523","7,910","15,433"
,Pichincha,Pedro Moncayo,Total Pedro Moncayo,Urbana,"12,970","4,639","4,846","9,485","1,750","1,735","3,485"
,Pichincha,Pedro Moncayo,Total Pedro Moncayo,Rural,"27,350","7,604","7,798","15,402","5,773","6,175","11,948"
,Pichincha,Pedro Moncayo,Tabacundo,Total Tabacundo,"21,006","6,955","7,171","14,126","3,425","3,455","6,880"
,Pichincha,Pedro Moncayo,Tabacundo,Urbana,"12,970","4,639","4,846","9,485","1,750","1,735","3,485"
,Pichincha,Pedro Moncayo,Tabacundo,Rural,"8,036","2,316","2,325","4,641","1,675","1,720","3,395"
,Pichincha,Pedro Moncayo,La Esperanza,Total La Esperanza,"4,689","1,502","1,571","3,073",781,835,"1,616"
,Pichincha,Pedro Moncayo,La Esperanza,Rural,"4,689","1,502","1,571","3,073",781,835,"1,616"
,Pichincha,Pedro Moncayo,Malchinguí,Total Malchinguí,"6,307","2,290","2,348","4,638",808,861,"1,669"
,Pichincha,Pedro Moncayo,Malchinguí,Rural,"6,307","2,290","2,348","4,638",808,861,"1,669"
,Pichincha,Pedro Moncayo,Tocachi,Total Tocachi,"2,028",548,558,"1,106",459,463,922
,Pichincha,Pedro Moncayo,Tocachi,Rural,"2,028",548,558,"1,106",459,463,922
,Pichincha,Pedro Moncayo,Tupigachi,Total Tupigachi,"6,290",948,996,"1,944","2,050","2,296","4,346"
,Pichincha,Pedro Moncayo,Tupigachi,Rural,"6,290",948,996,"1,944","2,050","2,296","4,346"
,Pichincha,Rumiñahui,Total Rumiñahui,Total Rumiñahui,"107,789","46,078","49,440","95,518","5,806","6,465","12,271"
,Pichincha,Rumiñahui,Total Rumiñahui,Urbana,"96,532","41,843","45,012","86,855","4,592","5,085","9,677"
,Pichincha,Rumiñahui,Total Rumiñahui,Rural,"11,257","4,235","4,428","8,663","1,214","1,380","2,594"
,Pichincha,Rumiñahui,Sangolquí,Total Sangolquí,"102,748","44,121","47,448","91,569","5,287","5,892","11,179"
,Pichincha,Rumiñahui,Sangolquí,Urbana,"96,532","41,843","45,012","86,855","4,592","5,085","9,677"
,Pichincha,Rumiñahui,Sangolquí,Rural,"6,216","2,278","2,436","4,714",695,807,"1,502"
,Pichincha,Rumiñahui,Cotogchoa,Total Cotogchoa,"4,384","1,714","1,780","3,494",423,467,890
,Pichincha,Rumiñahui,Cotogchoa,Rural,"4,384","1,714","1,780","3,494",423,467,890
,Pichincha,Rumiñahui,Rumipamba,Total Rumipamba,657,243,212,455,96,106,202
,Pichincha,Rumiñahui,Rumipamba,Rural,657,243,212,455,96,106,202
,Pichincha,San Miguel de los Bancos,Total San Miguel de los Bancos,Total San Miguel de los Bancos,"13,570","3,817","3,949","7,766","2,973","2,831","5,804"
,Pichincha,San Miguel de los Bancos,Total San Miguel de los Bancos,Urbana,"5,386","1,895","1,981","3,876",728,782,"1,510"
,Pichincha,San Miguel de los Bancos,Total San Miguel de los Bancos,Rural,"8,184","1,922","1,968","3,890","2,245","2,049","4,294"
,Pichincha,San Miguel de los Bancos,San Miguel de los Bancos,Total San Miguel de los Bancos,"10,691","3,019","3,137","6,156","2,325","2,210","4,535"
,Pichincha,San Miguel de los Bancos,San Miguel de los Bancos,Urbana,"5,386","1,895","1,981","3,876",728,782,"1,510"
,Pichincha,San Miguel de los Bancos,San Miguel de los Bancos,Rural,"5,305","1,124","1,156","2,280","1,597","1,428","3,025"
,Pichincha,San Miguel de los Bancos,Mindo,Total Mindo,"2,879",798,812,"1,610",648,621,"1,269"
,Pichincha,San Miguel de los Bancos,Mindo,Rural,"2,879",798,812,"1,610",648,621,"1,269"
,Pichincha,Pedro Vicente Maldonado,Total Pedro Vicente Maldonado,Total Pedro Vicente Maldonado,"15,456","3,504","3,770","7,274","4,205","3,977","8,182"
,Pichincha,Pedro Vicente Maldonado,Total Pedro Vicente Maldonado,Urbana,"7,146","2,543","2,805","5,348",879,919,"1,798"
,Pichincha,Pedro Vicente Maldonado,Total Pedro Vicente Maldonado,Rural,"8,310",961,965,"1,926","3,326","3,058","6,384"
,Pichincha,Pedro Vicente Maldonado,Pedro Vicente Maldonado,Total Pedro Vicente Maldonado,"15,456","3,504","3,770","7,274","4,205","3,977","8,182"
,Pichincha,Pedro Vicente Maldonado,Pedro Vicente Maldonado,Urbana,"7,146","2,543","2,805","5,348",879,919,"1,798"
,Pichincha,Pedro Vicente Maldonado,Pedro Vicente Maldonado,Rural,"8,310",961,965,"1,926","3,326","3,058","6,384"
,Pichincha,Puerto Quito,Total Puerto Quito,Total Puerto Quito,"25,043","4,055","4,182","8,237","8,519","8,287","16,806"
,Pichincha,Puerto Quito,Total Puerto Quito,Urbana,"3,832","1,294","1,485","2,779",492,561,"1,053"
,Pichincha,Puerto Quito,Total Puerto Quito,Rural,"21,211","2,761","2,697","5,458","8,027","7,726","15,753"
,Pichincha,Puerto Quito,Puerto Quito,Total Puerto Quito,"25,043","4,055","4,182","8,237","8,519","8,287","16,806"
,Pichincha,Puerto Quito,Puerto Quito,Urbana,"3,832","1,294","1,485","2,779",492,561,"1,053"
,Pichincha,Puerto Quito,Puerto Quito,Rural,"21,211","2,761","2,697","5,458","8,027","7,726","15,753"
,Tungurahua,Total Tungurahua,Total Tungurahua,Total Tungurahua,"560,955","184,739","199,181","383,920","84,315","92,720","177,035"
,Tungurahua,Total Tungurahua,Total Tungurahua,Urbana,"223,724","93,695","102,291","195,986","13,310","14,428","27,738"
,Tungurahua,Total Tungurahua,Total Tungurahua,Rural,"337,231","91,044","96,890","187,934","71,005","78,292","149,297"
,Tungurahua,Ambato,Total Ambato,Total Ambato,"368,510","130,539","141,627","272,166","45,641","50,703","96,344"
,Tungurahua,Ambato,Total Ambato,Urbana,"176,144","74,327","81,346","155,673","9,832","10,639","20,471"
,Tungurahua,Ambato,Total Ambato,Rural,"192,366","56,212","60,281","116,493","35,809","40,064","75,873"
,Tungurahua,Ambato,Ambato,Total Ambato,"187,137","78,419","85,767","164,186","11,038","11,913","22,951"
,Tungurahua,Ambato,Ambato,Urbana,"176,144","74,327","81,346","155,673","9,832","10,639","20,471"
,Tungurahua,Ambato,Ambato,Rural,"10,993","4,092","4,421","8,513","1,206","1,274","2,480"
,Tungurahua,Ambato,Ambatillo,Total Ambatillo,"5,281","1,301","1,346","2,647","1,280","1,354","2,634"
,Tungurahua,Ambato,Ambatillo,Rural,"5,281","1,301","1,346","2,647","1,280","1,354","2,634"
,Tungurahua,Ambato,Atahualpa,Total Atahualpa,"14,226","5,579","6,022","11,601","1,235","1,390","2,625"
,Tungurahua,Ambato,Atahualpa,Rural,"14,226","5,579","6,022","11,601","1,235","1,390","2,625"
,Tungurahua,Ambato,Augusto N. Martínez,Total Augusto N. Martínez,"8,469","2,571","2,788","5,359","1,465","1,645","3,110"
,Tungurahua,Ambato,Augusto N. Martínez,Rural,"8,469","2,571","2,788","5,359","1,465","1,645","3,110"
,Tungurahua,Ambato,Constantino Fernández,Total Constantino Fernández,"3,931",751,807,"1,558","1,113","1,260","2,373"
,Tungurahua,Ambato,Constantino Fernández,Rural,"3,931",751,807,"1,558","1,113","1,260","2,373"
,Tungurahua,Ambato,Huachi Grande,Total Huachi Grande,"15,766","5,743","6,057","11,800","1,909","2,057","3,966"
,Tungurahua,Ambato,Huachi Grande,Rural,"15,766","5,743","6,057","11,800","1,909","2,057","3,966"
,Tungurahua,Ambato,Izamba,Total Izamba,"21,352","7,803","8,459","16,262","2,419","2,671","5,090"
,Tungurahua,Ambato,Izamba,Rural,"21,352","7,803","8,459","16,262","2,419","2,671","5,090"
,Tungurahua,Ambato,Juan Benigno Vela,Total Juan Benigno Vela,"7,520","1,322","1,396","2,718","2,284","2,518","4,802"
,Tungurahua,Ambato,Juan Benigno Vela,Rural,"7,520","1,322","1,396","2,718","2,284","2,518","4,802"
,Tungurahua,Ambato,Montalvo,Total Montalvo,"6,187","2,203","2,346","4,549",796,842,"1,638"
,Tungurahua,Ambato,Montalvo,Rural,"6,187","2,203","2,346","4,549",796,842,"1,638"
,Tungurahua,Ambato,Pasa,Total Pasa,"4,228",429,485,914,"1,563","1,751","3,314"
,Tungurahua,Ambato,Pasa,Rural,"4,228",429,485,914,"1,563","1,751","3,314"
,Tungurahua,Ambato,Picaihua,Total Picaihua,"10,382","3,305","3,416","6,721","1,728","1,933","3,661"
,Tungurahua,Ambato,Picaihua,Rural,"10,382","3,305","3,416","6,721","1,728","1,933","3,661"
,Tungurahua,Ambato,Pilagüín,Total Pilagüín,"11,440",924,976,"1,900","4,535","5,005","9,540"
,Tungurahua,Ambato,Pilagüín,Rural,"11,440",924,976,"1,900","4,535","5,005","9,540"
,Tungurahua,Ambato,Quisapincha,Total Quisapincha,"10,766","2,250","2,473","4,723","2,768","3,275","6,043"
,Tungurahua,Ambato,Quisapincha,Rural,"10,766","2,250","2,473","4,723","2,768","3,275","6,043"
,Tungurahua,Ambato,San Bartolomé de Pinllo,Total San Bartolomé de Pinllo,"10,229","3,811","4,033","7,844","1,128","1,257","2,385"
,Tungurahua,Ambato,San Bartolomé de Pinllo,Rural,"10,229","3,811","4,033","7,844","1,128","1,257","2,385"
,Tungurahua,Ambato,San Fernando,Total San Fernando,"2,035",117,125,242,850,943,"1,793"
,Tungurahua,Ambato,San Fernando,Rural,"2,035",117,125,242,850,943,"1,793"
,Tungurahua,Ambato,Santa Rosa,Total Santa Rosa,"28,200","7,151","7,857","15,008","6,137","7,055","13,192"
,Tungurahua,Ambato,Santa Rosa,Rural,"28,200","7,151","7,857","15,008","6,137","7,055","13,192"
,Tungurahua,Ambato,Totoras,Total Totoras,"9,674","3,384","3,681","7,065","1,258","1,351","2,609"
,Tungurahua,Ambato,Totoras,Rural,"9,674","3,384","3,681","7,065","1,258","1,351","2,609"
,Tungurahua,Ambato,Cunchibamba,Total Cunchibamba,"5,546","1,685","1,781","3,466",960,"1,120","2,080"
,Tungurahua,Ambato,Cunchibamba,Rural,"5,546","1,685","1,781","3,466",960,"1,120","2,080"
,Tungurahua,Ambato,Unamuncho,Total Unamuncho,"6,141","1,791","1,812","3,603","1,175","1,363","2,538"
,Tungurahua,Ambato,Unamuncho,Rural,"6,141","1,791","1,812","3,603","1,175","1,363","2,538"
,Tungurahua,Baños de Agua Santa,Total Baños de Agua Santa,Total Baños de Agua Santa,"21,683","8,146","8,687","16,833","2,441","2,409","4,850"
,Tungurahua,Baños de Agua Santa,Total Baños de Agua Santa,Urbana,"13,896","5,712","6,313","12,025",898,973,"1,871"
,Tungurahua,Baños de Agua Santa,Total Baños de Agua Santa,Rural,"7,787","2,434","2,374","4,808","1,543","1,436","2,979"
,Tungurahua,Baños de Agua Santa,Baños,Total Baños,"15,917","6,331","6,933","13,264","1,290","1,363","2,653"
,Tungurahua,Baños de Agua Santa,Baños,Urbana,"13,896","5,712","6,313","12,025",898,973,"1,871"
,Tungurahua,Baños de Agua Santa,Baños,Rural,"2,021",619,620,"1,239",392,390,782
,Tungurahua,Baños de Agua Santa,Lligua,Total Lligua,343,92,92,184,84,75,159
,Tungurahua,Baños de Agua Santa,Lligua,Rural,343,92,92,184,84,75,159
,Tungurahua,Baños de Agua Santa,Río Negro,Total Río Negro,"1,257",405,408,813,232,212,444
,Tungurahua,Baños de Agua Santa,Río Negro,Rural,"1,257",405,408,813,232,212,444
,Tungurahua,Baños de Agua Santa,Río Verde,Total Río Verde,"1,337",399,394,793,282,262,544
,Tungurahua,Baños de Agua Santa,Río Verde,Rural,"1,337",399,394,793,282,262,544
,Tungurahua,Baños de Agua Santa,Ulba,Total Ulba,"2,829",919,860,"1,779",553,497,"1,050"
,Tungurahua,Baños de Agua Santa,Ulba,Rural,"2,829",919,860,"1,779",553,497,"1,050"
,Tungurahua,Cevallos,Total Cevallos,Total Cevallos,"10,404","3,819","4,162","7,981","1,194","1,229","2,423"
,Tungurahua,Cevallos,Total Cevallos,Urbana,"3,728","1,517","1,685","3,202",265,261,526
,Tungurahua,Cevallos,Total Cevallos,Rural,"6,676","2,302","2,477","4,779",929,968,"1,897"
,Tungurahua,Cevallos,Cevallos,Total Cevallos,"10,404","3,819","4,162","7,981","1,194","1,229","2,423"
,Tungurahua,Cevallos,Cevallos,Urbana,"3,728","1,517","1,685","3,202",265,261,526
,Tungurahua,Cevallos,Cevallos,Rural,"6,676","2,302","2,477","4,779",929,968,"1,897"
,Tungurahua,Mocha,Total Mocha,Total Mocha,"7,257","2,423","2,573","4,996","1,130","1,131","2,261"
,Tungurahua,Mocha,Total Mocha,Urbana,"1,516",594,676,"1,270",120,126,246
,Tungurahua,Mocha,Total Mocha,Rural,"5,741","1,829","1,897","3,726","1,010","1,005","2,015"
,Tungurahua,Mocha,Mocha,Total Mocha,"5,817","2,018","2,140","4,158",812,847,"1,659"
,Tungurahua,Mocha,Mocha,Urbana,"1,516",594,676,"1,270",120,126,246
,Tungurahua,Mocha,Mocha,Rural,"4,301","1,424","1,464","2,888",692,721,"1,413"
,Tungurahua,Mocha,Pinguilí,Total Pinguilí,"1,440",405,433,838,318,284,602
,Tungurahua,Mocha,Pinguilí,Rural,"1,440",405,433,838,318,284,602
,Tungurahua,Patate,Total Patate,Total Patate,"13,799","3,141","3,269","6,410","3,590","3,799","7,389"
,Tungurahua,Patate,Total Patate,Urbana,"2,467","1,040","1,053","2,093",180,194,374
,Tungurahua,Patate,Total Patate,Rural,"11,332","2,101","2,216","4,317","3,410","3,605","7,015"
,Tungurahua,Patate,Patate,Total Patate,"8,680","2,225","2,259","4,484","2,040","2,156","4,196"
,Tungurahua,Patate,Patate,Urbana,"2,467","1,040","1,053","2,093",180,194,374
,Tungurahua,Patate,Patate,Rural,"6,213","1,185","1,206","2,391","1,860","1,962","3,822"
,Tungurahua,Patate,El Triunfo,Total El Triunfo,"1,360",275,293,568,395,397,792
,Tungurahua,Patate,El Triunfo,Rural,"1,360",275,293,568,395,397,792
,Tungurahua,Patate,Los Andes,Total Los Andes,"1,368",275,308,583,382,403,785
,Tungurahua,Patate,Los Andes,Rural,"1,368",275,308,583,382,403,785
,Tungurahua,Patate,Sucre,Total Sucre,"2,391",366,409,775,773,843,"1,616"
,Tungurahua,Patate,Sucre,Rural,"2,391",366,409,775,773,843,"1,616"
,Tungurahua,Quero,Total Quero,Total Quero,"19,052","4,290","4,444","8,734","5,034","5,284","10,318"
,Tungurahua,Quero,Total Quero,Urbana,"3,242","1,230","1,303","2,533",343,366,709
,Tungurahua,Quero,Total Quero,Rural,"15,810","3,060","3,141","6,201","4,691","4,918","9,609"
,Tungurahua,Quero,Quero,Total Quero,"14,399","3,033","3,174","6,207","3,958","4,234","8,192"
,Tungurahua,Quero,Quero,Urbana,"3,242","1,230","1,303","2,533",343,366,709
,Tungurahua,Quero,Quero,Rural,"11,157","1,803","1,871","3,674","3,615","3,868","7,483"
,Tungurahua,Quero,Rumipamba,Total Rumipamba,"3,007",679,686,"1,365",825,817,"1,642"
,Tungurahua,Quero,Rumipamba,Rural,"3,007",679,686,"1,365",825,817,"1,642"
,Tungurahua,Quero,Yanayacu Mochapata,Total Yanayacu Mochapata,"1,646",578,584,"1,162",251,233,484
,Tungurahua,Quero,Yanayacu Mochapata,Rural,"1,646",578,584,"1,162",251,233,484
,Tungurahua,San Pedro de Pelileo,Total San Pedro de Pelileo,Total San Pedro de Pelileo,"63,883","17,211","18,315","35,526","13,451","14,906","28,357"
,Tungurahua,San Pedro de Pelileo,Total San Pedro de Pelileo,Urbana,"11,391","4,546","4,966","9,512",886,993,"1,879"
,Tungurahua,San Pedro de Pelileo,Total San Pedro de Pelileo,Rural,"52,492","12,665","13,349","26,014","12,565","13,913","26,478"
,Tungurahua,San Pedro de Pelileo,Pelileo,Total Pelileo,"28,061","8,744","9,399","18,143","4,727","5,191","9,918"
,Tungurahua,San Pedro de Pelileo,Pelileo,Urbana,"11,391","4,546","4,966","9,512",886,993,"1,879"
,Tungurahua,San Pedro de Pelileo,Pelileo,Rural,"16,670","4,198","4,433","8,631","3,841","4,198","8,039"
,Tungurahua,San Pedro de Pelileo,Benítez,Total Benítez,"2,626",820,898,"1,718",434,474,908
,Tungurahua,San Pedro de Pelileo,Benítez,Rural,"2,626",820,898,"1,718",434,474,908
,Tungurahua,San Pedro de Pelileo,Bolívar,Total Bolívar,"2,925",904,945,"1,849",517,559,"1,076"
,Tungurahua,San Pedro de Pelileo,Bolívar,Rural,"2,925",904,945,"1,849",517,559,"1,076"
,Tungurahua,San Pedro de Pelileo,Cotaló,Total Cotaló,"2,186",702,703,"1,405",386,395,781
,Tungurahua,San Pedro de Pelileo,Cotaló,Rural,"2,186",702,703,"1,405",386,395,781
,Tungurahua,San Pedro de Pelileo,Chiquicha,Total Chiquicha,"2,844",157,152,309,"1,188","1,347","2,535"
,Tungurahua,San Pedro de Pelileo,Chiquicha,Rural,"2,844",157,152,309,"1,188","1,347","2,535"
,Tungurahua,San Pedro de Pelileo,El Rosario,Total El Rosario,"2,674",270,281,551,"1,011","1,112","2,123"
,Tungurahua,San Pedro de Pelileo,El Rosario,Rural,"2,674",270,281,551,"1,011","1,112","2,123"
,Tungurahua,San Pedro de Pelileo,García Moreno,Total García Moreno,"7,836","2,051","2,237","4,288","1,673","1,875","3,548"
,Tungurahua,San Pedro de Pelileo,García Moreno,Rural,"7,836","2,051","2,237","4,288","1,673","1,875","3,548"
,Tungurahua,San Pedro de Pelileo,Guambaló,Total Guambaló,"8,443","2,675","2,787","5,462","1,439","1,542","2,981"
,Tungurahua,San Pedro de Pelileo,Guambaló,Rural,"8,443","2,675","2,787","5,462","1,439","1,542","2,981"
,Tungurahua,San Pedro de Pelileo,Salasaca,Total Salasaca,"6,288",888,913,"1,801","2,076","2,411","4,487"
,Tungurahua,San Pedro de Pelileo,Salasaca,Rural,"6,288",888,913,"1,801","2,076","2,411","4,487"
,Tungurahua,Santiago de Píllaro,Total Santiago de Píllaro,Total Santiago de Píllaro,"42,459","11,144","11,886","23,030","9,125","10,304","19,429"
,Tungurahua,Santiago de Píllaro,Total Santiago de Píllaro,Urbana,"9,779","4,163","4,375","8,538",594,647,"1,241"
,Tungurahua,Santiago de Píllaro,Total Santiago de Píllaro,Rural,"32,680","6,981","7,511","14,492","8,531","9,657","18,188"
,Tungurahua,Santiago de Píllaro,Píllaro,Total Píllaro,"15,975","5,834","6,291","12,125","1,816","2,034","3,850"
,Tungurahua,Santiago de Píllaro,Píllaro,Urbana,"9,779","4,163","4,375","8,538",594,647,"1,241"
,Tungurahua,Santiago de Píllaro,Píllaro,Rural,"6,196","1,671","1,916","3,587","1,222","1,387","2,609"
,Tungurahua,Santiago de Píllaro,Baquerizo Moreno,Total Baquerizo Moreno,239,54,52,106,68,65,133
,Tungurahua,Santiago de Píllaro,Baquerizo Moreno,Rural,239,54,52,106,68,65,133
,Tungurahua,Santiago de Píllaro,Emilio María Terán,Total Emilio María Terán,"1,531",321,342,663,411,457,868
,Tungurahua,Santiago de Píllaro,Emilio María Terán,Rural,"1,531",321,342,663,411,457,868
,Tungurahua,Santiago de Píllaro,Marcos Espinel,Total Marcos Espinel,"2,266",559,556,"1,115",542,609,"1,151"
,Tungurahua,Santiago de Píllaro,Marcos Espinel,Rural,"2,266",559,556,"1,115",542,609,"1,151"
,Tungurahua,Santiago de Píllaro,Presidente Urbina,Total Presidente Urbina,"3,264",944,"1,023","1,967",598,699,"1,297"
,Tungurahua,Santiago de Píllaro,Presidente Urbina,Rural,"3,264",944,"1,023","1,967",598,699,"1,297"
,Tungurahua,Santiago de Píllaro,San Andrés,Total San Andrés,"12,231","1,733","1,772","3,505","4,082","4,644","8,726"
,Tungurahua,Santiago de Píllaro,San Andrés,Rural,"12,231","1,733","1,772","3,505","4,082","4,644","8,726"
,Tungurahua,Santiago de Píllaro,San José de Poaló,Total San José de Poaló,"1,807",326,360,686,542,579,"1,121"
,Tungurahua,Santiago de Píllaro,San José de Poaló,Rural,"1,807",326,360,686,542,579,"1,121"
,Tungurahua,Santiago de Píllaro,San Miguelito,Total San Miguelito,"5,146","1,373","1,490","2,863","1,066","1,217","2,283"
,Tungurahua,Santiago de Píllaro,San Miguelito,Rural,"5,146","1,373","1,490","2,863","1,066","1,217","2,283"
,Tungurahua,Tisaleo,Total Tisaleo,Total Tisaleo,"13,908","4,026","4,218","8,244","2,709","2,955","5,664"
,Tungurahua,Tisaleo,Total Tisaleo,Urbana,"1,561",566,574,"1,140",192,229,421
,Tungurahua,Tisaleo,Total Tisaleo,Rural,"12,347","3,460","3,644","7,104","2,517","2,726","5,243"
,Tungurahua,Tisaleo,Tisaleo,Total Tisaleo,"12,674","3,678","3,873","7,551","2,447","2,676","5,123"
,Tungurahua,Tisaleo,Tisaleo,Urbana,"1,561",566,574,"1,140",192,229,421
,Tungurahua,Tisaleo,Tisaleo,Rural,"11,113","3,112","3,299","6,411","2,255","2,447","4,702"
,Tungurahua,Tisaleo,Quinchicoto,Total Quinchicoto,"1,234",348,345,693,262,279,541
,Tungurahua,Tisaleo,Quinchicoto,Rural,"1,234",348,345,693,262,279,541
,Zamora Chinchipe,Total Zamora Chinchipe,Total Zamora Chinchipe,Total Zamora Chinchipe,"110,440","27,094","28,011","55,105","27,883","27,452","55,335"
,Zamora Chinchipe,Total Zamora Chinchipe,Total Zamora Chinchipe,Urbana,"51,039","18,411","19,295","37,706","6,513","6,820","13,333"
,Zamora Chinchipe,Total Zamora Chinchipe,Total Zamora Chinchipe,Rural,"59,401","8,683","8,716","17,399","21,370","20,632","42,002"
,Zamora Chinchipe,Zamora,Total Zamora,Total Zamora,"29,967","9,417","9,694","19,111","5,417","5,439","10,856"
,Zamora Chinchipe,Zamora,Total Zamora,Urbana,"17,376","6,980","7,245","14,225","1,534","1,617","3,151"
,Zamora Chinchipe,Zamora,Total Zamora,Rural,"12,591","2,437","2,449","4,886","3,883","3,822","7,705"
,Zamora Chinchipe,Zamora,Zamora,Total Zamora,"17,741","7,008","7,266","14,274","1,695","1,772","3,467"
,Zamora Chinchipe,Zamora,Zamora,Urbana,"17,376","6,980","7,245","14,225","1,534","1,617","3,151"
,Zamora Chinchipe,Zamora,Zamora,Rural,365,28,21,49,161,155,316
,Zamora Chinchipe,Zamora,Cumbaratza,Total Cumbaratza,"3,617",979,"1,021","2,000",836,781,"1,617"
,Zamora Chinchipe,Zamora,Cumbaratza,Rural,"3,617",979,"1,021","2,000",836,781,"1,617"
,Zamora Chinchipe,Zamora,Guadalupe,Total Guadalupe,"3,472",642,654,"1,296","1,040","1,136","2,176"
,Zamora Chinchipe,Zamora,Guadalupe,Rural,"3,472",642,654,"1,296","1,040","1,136","2,176"
,Zamora Chinchipe,Zamora,Imbana,Total Imbana,874,50,52,102,390,382,772
,Zamora Chinchipe,Zamora,Imbana,Rural,874,50,52,102,390,382,772
